	HypoPrepubertalDHT2	HypoPrepubertalDHT3	HypoPrepubertalDHT4	HypoPrepubertalCNT1	HypoPrepubertalCNT2	HypoPrepubertalCNT3	HypoPrepubertalCNT4
Cln5	1	0	0	0	0	0	0
Fbxl3	1	0	0	1	0	0	0
Mycbp2	0	0	0	0	3	4	1
Slain1	0	0	0	0	0	0	0
Ednrb	0	1	0	1	0	2	0
Rbm26	2	1	0	1	0	1	0
Ndfip2	1	0	0	0	4	0	0
Gm10076	57	80	54	55	76	50	25
Slitrk1	0	0	1	0	0	1	0
Slitrk5	0	0	1	0	1	0	0
Tpm3-rs7	0	0	0	0	0	0	0
Gpc5	0	0	0	0	0	2	0
Tgds	1	0	0	1	0	0	0
Gpr180	0	0	0	0	1	0	0
Abcc4	0	1	1	1	1	0	0
Cldn10	2	0	1	0	0	1	0
Dzip1	2	2	2	2	0	0	0
Gm49179	0	2	0	0	0	0	0
D0jc3	1	1	2	0	4	1	0
Uggt2	0	0	0	0	1	1	0
Mbnl2	2	4	0	4	2	0	1
Rap2a	0	1	0	0	0	1	0
Ipo5	0	1	1	0	3	0	1
Farp1	1	0	0	2	0	1	0
B930095G15Rik	0	0	0	0	1	0	0
Stk24	0	0	0	0	0	0	0
Dock9	0	0	1	1	1	0	0
Ubac2	0	1	1	3	0	1	1
Tm9sf2	0	1	1	0	4	0	2
Gm6254	0	0	0	1	0	0	0
Clybl	0	0	1	1	1	2	0
Pcca	0	0	1	1	0	0	2
Ggact	0	0	0	1	0	0	0
0lcn	1	0	1	0	1	0	0
Gm26870	4	6	8	3	7	3	3
Gm10717	0	0	0	0	0	0	0
Alkbh8	0	3	0	0	0	0	0
Cwf19l2	0	1	0	0	0	1	0
Aasdhppt	0	1	0	1	1	0	0
Kbtbd3	0	0	0	0	0	0	0
Msantd4	1	2	0	0	0	1	1
Gria4	0	0	1	0	2	0	0
Casp12	0	1	0	0	0	0	0
Pdgfd	0	0	0	0	0	0	0
Dync2h1	1	2	0	1	0	0	0
Dcun1d5	0	1	1	0	0	0	0
Mmp3	1	0	0	0	1	0	0
Gm10709	0	2	0	0	0	0	0
Tmem123	1	0	0	0	0	2	0
Birc2	1	0	0	0	2	0	0
Yap1	1	0	1	1	2	0	0
9230110C19Rik	0	1	0	0	0	0	0
Arhgap42	0	0	0	0	0	0	1
Cntn5	2	0	0	0	0	0	0
Ccdc82	0	2	2	1	1	1	0
Maml2	0	1	0	0	1	0	0
Gm47087	0	0	0	0	0	1	0
Mtmr2	0	0	0	0	1	0	0
Cep57	0	0	0	0	0	0	0
Fam76b	0	0	0	0	0	0	0
Sesn3	0	0	1	0	0	0	0
Endod1	0	0	0	0	0	0	0
Cwc15	2	2	1	3	4	1	0
Amotl1	0	2	1	2	1	0	0
Gpr83	1	0	2	1	0	0	0
Panx1	0	0	0	0	0	0	0
Vstm5	0	3	0	0	0	1	0
Med17	0	0	0	0	1	0	0
4931406C07Rik	1	1	0	3	3	1	0
Taf1d	2	2	0	3	1	2	1
Cep295	0	0	1	0	0	0	1
Smco4	0	0	0	0	0	0	0
Slc36a4	0	0	0	0	0	0	0
Fat3	0	0	0	0	0	0	0
Gm4977	0	0	0	0	0	0	0
Chordc1	0	1	3	0	0	0	0
0alad2	0	2	0	0	0	0	0
Zfp317	0	0	0	0	1	0	0
Gm7808	1	0	0	0	0	1	0
Zfp560	0	0	0	0	0	1	0
Zfp26	0	0	0	0	0	0	0
Zfp426	0	0	0	0	0	0	0
Zfp266	0	2	0	0	1	0	0
Zfp846	0	0	0	0	2	0	1
Fbxl12	0	0	0	0	0	1	0
Ubl5	1	3	2	3	3	2	2
Pin1	5	7	7	3	8	4	1
Olfm2	1	0	0	0	2	0	0
Col5a3	0	0	0	1	1	0	0
A230050P20Rik	3	2	1	0	3	1	0
Angptl6	0	0	0	0	0	0	0
Ppan	0	3	0	0	1	0	0
Eif3g	1	3	1	4	5	4	0
Dnmt1	0	1	0	1	0	0	0
S1pr2	0	0	0	0	0	0	0
Mrpl4	1	1	3	2	1	0	0
Icam1	0	0	0	0	0	0	0
Icam5	0	0	0	2	2	0	0
Gm26592	0	0	0	0	0	0	0
Tyk2	0	0	0	0	0	1	0
Cdc37	3	4	3	2	3	2	2
Pde4a	1	0	1	1	1	1	0
Keap1	0	2	0	0	3	1	0
S1pr5	0	1	1	0	2	0	0
Atg4d	0	0	0	0	0	0	0
Kri1	1	1	0	0	1	1	0
Cdkn2d	0	3	6	2	2	2	1
Slc44a2	0	1	1	0	1	0	0
Ilf3	0	2	3	1	0	1	0
Qtrt1	0	1	0	2	0	0	0
Dnm2	1	1	0	1	1	1	0
Tmed1	1	3	0	1	0	0	1
AB124611	0	0	0	0	0	1	0
Carm1	1	0	1	1	3	0	0
Yipf2	0	0	0	1	0	0	0
Timm29	0	0	0	0	0	0	0
Smarca4	1	1	0	1	0	1	0
Ldlr	0	1	0	3	1	1	1
Kank2	0	1	0	0	0	0	0
Dock6	0	0	1	0	0	0	0
Angptl8	0	0	0	0	0	0	0
Rab3d	0	1	1	0	0	0	0
Tmem205	2	3	2	2	1	1	1
Ccdc159	0	0	0	0	1	0	0
Plppr2	0	0	0	0	4	0	0
Swsap1	0	1	0	0	0	0	0
Prkcsh	0	4	0	1	1	0	1
Elavl3	0	2	1	1	0	0	0
Zfp653	0	1	1	1	0	0	0
Ecsit	0	0	0	0	0	0	0
Cnn1	0	0	0	0	1	0	0
Elof1	1	2	3	1	5	2	2
Acp5	1	2	1	0	0	1	0
Pigyl	0	3	1	1	1	1	0
Rpl15-ps3	0	1	0	0	0	0	0
Zfp809	0	0	0	0	1	0	0
Zfp810	0	0	0	0	0	0	0
Anln	0	0	0	1	0	0	0
Rp9	1	1	3	0	3	1	1
9530077C05Rik	0	0	1	1	1	0	0
Bbs9	1	0	0	0	2	0	1
Gm16165	0	0	0	0	1	0	0
Dpy19l1	0	1	1	0	1	0	0
Gm10180	2	1	3	1	1	1	1
Herpud2	0	0	0	0	0	0	0
07-Sep	1	2	0	1	2	0	1
Eepd1	0	0	0	0	0	0	0
B3gat1	1	2	0	0	0	0	0
Acad8	0	0	0	0	0	0	0
Thyn1	0	2	2	1	1	2	2
Vps26b	0	0	1	0	1	1	0
Ncapd3	0	0	0	0	0	0	0
Jam3	0	1	0	0	0	0	0
Igsf9b	0	1	2	0	1	0	0
Opcml	1	0	1	1	0	3	0
Ntm	5	7	9	6	7	4	3
Snx19	0	3	0	0	1	0	0
Adamts15	0	0	0	0	0	0	0
Zbtb44	0	0	0	0	0	0	0
Aplp2	3	12	6	8	3	6	0
Nfrkb	0	3	0	0	0	1	0
Tmem45b	0	0	0	0	0	1	0
Barx2	0	0	0	0	1	1	1
Gm47496	0	0	0	0	0	0	1
Arhgap32	0	2	0	0	0	0	1
Kcnj5	0	0	0	0	0	1	0
Fli1	0	0	0	0	0	0	1
Ets1	0	0	0	0	0	1	0
Kirrel3	0	0	0	0	0	2	0
St3gal4	0	0	0	1	0	0	0
4930581F22Rik	1	1	0	2	0	1	0
Dcps	0	1	0	3	0	0	0
Tirap	0	0	0	0	0	0	0
Srpr	2	1	1	2	0	0	0
Foxred1	1	0	0	0	0	1	0
Fam118b	0	0	0	0	0	0	0
Rpusd4	0	1	0	0	1	1	0
Ddx25	0	1	0	0	0	0	1
Pus3	0	0	0	0	0	1	0
Stt3a	0	0	0	0	0	0	0
Ei24	1	2	1	0	1	2	0
Fez1	5	1	2	1	0	3	0
Pknox2	0	0	0	0	0	1	0
Tmem218	0	1	0	0	1	0	0
Gm10177	1	0	1	1	2	4	0
Hepacam	1	2	1	1	1	3	0
Robo4	0	0	0	0	0	0	0
Esam	1	1	0	0	0	0	0
Nrgn	2	0	1	0	0	0	0
Siae	0	0	0	0	1	0	0
Spa17	0	1	0	0	1	0	0
Tbrg1	1	4	0	0	1	2	0
Tpt1-ps5	0	0	0	0	1	0	0
Olfr889	0	0	0	0	0	0	0
Vwa5a	0	1	0	0	0	2	0
Gm8543	0	1	0	0	0	0	0
AW551984	0	1	1	0	2	2	1
Scn3b	0	0	0	0	0	0	0
Gramd1b	1	0	0	0	1	0	0
1700110K17Rik	0	0	1	0	0	0	0
Clmp	0	0	0	1	0	1	0
Hspa8	15	29	17	24	25	17	8
Ubash3b	0	1	0	0	0	1	1
3110039I08Rik	0	0	0	0	1	0	0
Sorl1	0	1	1	0	1	0	0
Sc5d	2	2	0	1	0	1	0
Tbcel	0	0	0	0	1	0	0
Grik4	0	0	1	0	0	1	0
Arhgef12	0	2	3	2	2	1	0
Oaf	0	0	2	1	0	0	0
Thy1	10	13	15	13	12	10	3
Usp2	0	0	1	0	1	0	0
Rnf26	0	0	0	0	0	0	0
Gm10687	0	0	0	0	0	0	0
Mcam	0	0	0	0	0	0	0
Cbl	0	0	0	0	0	1	0
Ccdc153	0	2	0	0	0	1	2
Nlrx1	2	0	0	1	0	0	0
Abcg4	0	0	0	1	1	1	0
Hinfp	0	1	1	0	0	0	0
C2cd2l	0	2	0	0	1	0	0
Dpagt1	1	0	0	0	0	0	0
H2afx	0	0	1	1	0	0	0
Hmbs	1	0	1	0	0	0	0
Vps11	0	0	0	1	0	1	0
Gm10080	0	1	0	0	0	1	0
9430081H08Rik	0	1	0	0	0	0	0
Hyou1	0	2	0	0	0	1	0
Slc37a4	0	0	0	0	1	0	0
Trappc4	3	0	5	0	5	3	1
Rps25	4	21	5	7	7	6	1
Ccdc84	0	0	0	0	0	0	0
C030014I23Rik	0	0	1	0	0	0	0
Bcl9l	0	1	0	0	0	0	0
Ddx6	3	8	8	2	8	6	0
Phldb1	2	2	0	0	0	0	1
Arcn1	0	2	1	1	0	0	0
Ift46	0	1	0	0	1	0	0
Tmem25	2	0	1	0	1	1	0
Kmt2a	1	3	1	1	1	3	1
Atp5l	12	7	8	7	9	8	3
Ube4a	0	0	0	1	0	2	0
Cd3d	0	0	0	0	0	0	0
Mpzl2	0	0	0	0	0	0	0
Jaml	1	0	0	1	0	0	0
Scn2b	1	1	2	1	0	0	0
Scn4b	1	0	0	0	0	0	0
Fxyd6	0	3	1	1	1	3	1
Fxyd2	1	0	0	0	1	0	0
Dscaml1	1	0	0	0	1	0	0
Cep164	0	1	0	0	0	0	0
Bace1	0	1	1	0	1	0	1
Gm49338	0	0	0	0	0	0	0
Rnf214	1	1	0	0	0	0	0
Pcsk7	0	0	0	0	0	1	0
Tagln	0	3	1	0	2	1	0
Sidt2	2	2	0	0	0	1	0
Pafah1b2	2	2	2	0	1	0	0
Sik3	1	2	2	1	1	3	0
Apoa1	0	0	1	0	0	0	0
Apoa4	0	2	0	0	0	0	0
Zpr1	1	0	0	0	1	0	0
Bud13	1	0	0	0	0	0	0
2900052N01Rik	0	1	0	1	1	1	1
Cadm1	0	2	1	3	1	4	0
Rexo2	1	0	2	0	1	3	0
Rbm7	1	0	0	0	3	0	1
Gm5617	0	0	0	0	0	0	0
Nnmt	0	0	0	0	0	0	0
Zbtb16	1	0	0	0	0	0	0
Usp28	0	0	1	0	0	0	0
Ttc12	0	0	0	0	0	1	0
Ncam1	6	2	3	4	4	5	4
Gm11149	0	0	0	0	0	1	0
Rpl10-ps3	0	1	1	0	1	0	0
Pts	2	3	1	0	1	0	0
Il18	0	0	0	1	0	0	1
Sdhd	3	6	1	3	0	1	2
Timm8b	6	6	5	6	9	5	1
Dlat	0	0	1	1	0	0	0
Dixdc1	3	0	0	1	0	0	0
Hspb2	0	1	0	0	0	0	0
Cryab	4	7	4	4	6	3	2
1110032A03Rik	1	1	1	0	0	2	0
Fdxacb1	0	0	0	0	0	0	0
Alg9	0	0	0	0	0	0	0
Ppp2r1b	1	0	0	0	1	0	1
Sik2	0	0	0	0	1	1	0
Btg4	0	0	0	0	0	0	0
Gm8959	0	1	0	0	0	0	0
Arhgap20	0	1	0	1	0	2	0
Fdx1	0	10	3	4	3	5	0
Rdx	1	2	1	1	0	1	0
AI593442	0	0	0	1	0	0	0
Ddx10	0	0	0	0	0	0	1
Kdelc2	0	1	0	0	1	0	0
Atm	0	1	0	0	0	1	0
Npat	0	0	0	0	1	0	0
Acat1	2	2	1	2	3	2	1
Cul5	1	0	0	0	1	0	0
Gm16124	0	0	0	0	0	2	0
Rps6-ps3	0	0	0	1	0	0	0
Sln	1	0	0	0	0	0	0
Elmod1	0	1	0	0	0	0	0
Cyp19a1	0	1	0	0	0	0	0
Dmxl2	0	1	2	0	1	0	0
Cib2	0	2	0	0	0	0	0
Idh3a	1	1	4	2	6	1	0
Acsbg1	3	12	4	7	1	5	1
D0ja4	0	0	0	1	2	0	0
Wdr61	2	3	1	2	1	2	0
Crabp1	0	0	0	0	1	1	1
Ireb2	0	0	0	0	0	0	0
Psma4	0	2	0	0	4	0	1
Ube2q2	0	0	0	1	0	0	0
Fbxo22	0	1	1	1	1	0	0
Nrg4	0	0	0	0	1	0	0
Etfa	2	1	1	2	2	1	1
Scaper	1	0	0	0	0	0	1
Rcn2	1	2	0	1	0	0	2
Tspan3	0	4	2	3	6	5	0
Peak1	0	4	0	0	0	1	0
Gm24270	1	2	0	0	1	0	0
Hmg20a	0	0	0	0	1	2	0
Lingo1	3	1	0	1	1	0	2
Cspg4	0	0	0	0	0	1	0
Imp3	1	2	0	0	2	2	1
Snupn	0	1	1	1	1	0	0
Ptpn9	0	0	1	0	1	0	0
Sin3a	0	0	0	1	1	1	0
Man2c1	1	0	0	0	0	1	1
Neil1	0	0	0	0	0	0	0
Commd4	4	3	1	1	2	3	1
1700017B05Rik	0	1	0	0	0	0	2
Ppcdc	0	1	1	0	0	0	0
Scamp5	3	1	3	1	2	1	1
Gm6166	0	0	0	0	0	0	0
Rpp25	1	1	0	0	0	0	0
Cox5a	10	8	4	2	9	3	1
Fam219b	0	0	0	0	0	0	0
Mpi	1	0	0	1	1	1	0
Scamp2	1	1	2	0	0	0	0
Csk	0	1	0	0	0	1	0
Edc3	1	0	0	1	0	0	0
Clk3	3	0	0	0	0	0	0
Arid3b	0	1	0	1	0	0	0
Ubl7	2	0	0	1	1	1	1
Sema7a	0	1	0	1	0	0	0
Cyp11a1	8	48	14	19	22	25	13
Islr	0	0	0	1	0	0	0
Islr2	0	0	0	0	0	0	0
Pml	0	0	0	0	1	0	0
Stoml1	0	2	0	0	1	1	2
Loxl1	0	0	0	0	0	0	0
6030419C18Rik	0	0	0	0	0	0	0
Cd276	0	0	1	0	1	0	0
Nptn	4	6	1	1	5	1	1
Hcn4	0	1	0	0	0	0	0
Neo1	0	1	0	1	1	0	0
Adpgk	0	1	0	0	0	1	0
Bbs4	0	0	1	0	0	1	0
Arih1	0	0	0	0	1	1	0
Hexa	1	3	2	1	5	0	1
Celf6	0	0	0	2	1	0	0
Parp6	2	2	0	0	0	1	1
Pkm	25	24	34	22	23	21	5
Gramd2	0	0	0	0	1	0	0
Senp8	0	0	0	0	0	0	0
Myo9a	0	1	0	1	0	0	0
Thsd4	0	0	0	1	1	0	0
Lrrc49	0	0	0	1	1	1	0
Larp6	0	0	0	0	0	1	0
Uaca	0	0	0	0	0	0	0
Tle3	0	0	0	0	0	0	0
Rplp1	12	29	12	19	26	19	13
Glce	0	0	0	1	0	1	0
Anp32a	0	2	1	1	1	1	0
Coro2b	1	0	3	1	1	4	0
Itga11	0	0	0	1	0	1	0
Fem1b	0	1	0	0	0	0	0
Cln6	0	0	0	0	0	1	0
Pias1	1	0	0	0	0	0	0
Map2k5	0	0	1	0	1	0	0
2300009A05Rik	0	1	0	0	0	0	0
Gm16759	0	0	0	0	0	0	0
Aagab	0	0	1	0	0	1	0
Smad3	1	1	0	1	0	2	0
Rpl4	10	17	8	11	11	7	1
S0pc5	2	2	1	1	1	2	0
Map2k1	1	1	0	0	1	0	0
Tipin	2	1	0	0	0	0	0
Gm24289	0	0	0	1	0	0	0
Dis3l	0	0	0	0	0	0	0
Megf11	0	0	0	0	0	0	0
Rab11a	1	4	0	0	1	3	0
Dennd4a	0	0	0	0	1	2	1
Ints14	0	0	0	0	0	0	0
Hacd3	2	2	2	2	5	3	1
Dpp8	0	0	1	0	0	1	0
Igdcc4	0	1	0	0	0	0	0
Parp16	1	0	0	1	0	0	0
Clpx	1	1	0	0	0	1	0
Rasl12	0	0	0	0	1	1	0
Mtfmt	1	0	0	1	1	0	0
Spg21	0	2	0	0	0	0	0
Plekho2	0	0	0	0	1	0	0
Oaz2	5	3	2	2	8	6	3
Zfp609	0	1	2	0	0	1	0
Trip4	0	1	2	2	1	2	2
Gm16073	0	1	0	0	0	0	0
Pclaf	0	0	1	0	2	0	0
Csnk1g1	0	0	0	0	0	0	0
Ppib	2	4	7	6	1	4	1
Snx22	0	0	1	0	0	1	0
Snx1	1	3	0	1	0	0	0
Fam96a	0	4	0	1	1	1	0
Herc1	2	0	1	2	1	3	1
Usp3	0	4	0	1	0	0	0
Aph1b	1	1	0	0	0	0	0
Rab8b	0	1	0	2	0	0	0
Rps27l	4	6	6	3	3	1	1
Lactb	0	0	0	0	0	0	0
Tpm1	1	6	4	0	1	3	1
Tln2	0	1	0	1	2	0	0
Vps13c	0	0	0	0	1	0	0
Rora	0	1	1	0	1	0	0
Anxa2	1	4	1	3	7	3	1
Foxb1	0	0	2	0	0	0	0
B230323A14Rik	0	0	1	0	0	0	0
Bnip2	0	3	1	1	1	0	0
Gtf2a2	2	0	3	4	1	1	1
Fam81a	1	0	0	1	0	0	0
Myo1e	0	0	0	0	1	0	0
Rnf111	1	0	0	1	0	1	0
Sltm	1	2	1	1	1	2	1
Mindy2	0	1	0	0	0	1	0
Adam10	1	2	0	0	0	0	0
Aldh1a2	0	1	0	0	0	1	1
Polr2m	2	4	2	7	4	6	0
Cgnl1	0	0	0	0	0	1	0
Tcf12	0	1	0	0	0	1	0
Rpl15-ps2	0	1	2	0	0	1	0
Uba52-ps	0	2	0	1	0	0	0
Zfp280d	1	0	0	1	1	0	0
Mns1	0	0	0	0	1	0	0
Tex9	0	2	0	0	1	0	0
Rfx7	0	0	0	0	1	0	0
Nedd4	4	6	1	5	4	3	2
Gm7265	0	1	0	0	0	0	0
Prtg	0	0	0	0	0	0	0
Pygo1	1	1	0	0	2	1	0
Ccpg1os	0	0	0	0	0	0	0
Ccpg1	0	0	0	0	0	0	0
Pigb	0	0	0	0	0	0	0
2310009A05Rik	1	0	1	1	1	1	0
Rab27a	0	0	0	1	0	0	0
Rsl24d1	1	0	0	0	0	0	0
Unc13c	0	0	0	1	0	0	0
Fam214a	1	1	1	0	1	0	0
Arpp19	3	4	3	5	1	4	2
Myo5a	0	0	0	0	1	0	0
Gnb5	3	4	1	3	1	3	2
Bcl2l10	0	0	0	0	0	0	1
Mapk6	0	0	0	0	0	0	0
Leo1	1	1	0	0	1	0	0
Tmod3	0	1	0	1	0	0	0
Tmod2	1	0	2	2	6	2	0
Lysmd2	1	0	0	0	2	0	0
Scg3	0	0	1	0	2	2	0
Hcrtr2	0	1	0	0	0	0	0
Lrrc1	0	0	0	0	1	0	0
Klhl31	0	0	0	0	0	0	0
Gclc	1	0	0	1	0	1	0
Elovl5	0	2	1	1	3	0	1
Fbxo9	0	0	2	1	0	1	0
Ick	0	0	0	0	1	1	0
Rn7sk	1	4	0	1	0	3	0
Gsta4	0	6	0	1	4	0	1
Omt2b	0	0	0	1	0	0	0
Gsta2	0	0	1	0	0	0	0
Dppa5a	0	0	1	0	0	0	0
Ooep	0	0	0	0	0	0	0
Mto1	0	2	0	0	0	0	0
Eef1a1	9	36	10	17	21	11	6
Slc17a5	0	1	0	0	0	1	0
Col12a1	0	0	0	0	1	0	0
Cox7a2	4	15	2	6	7	0	2
Tmem30a	0	0	3	0	4	1	1
Senp6	0	3	0	0	1	1	0
Myo6	1	3	0	1	1	1	0
Gm9531	0	0	0	0	0	0	0
Irak1bp1	0	0	0	0	2	0	0
Phip	0	1	1	0	0	2	0
Hmgn3	2	2	0	0	1	0	0
Rps27a-ps2	0	0	0	0	0	1	0
Sh3bgrl2	2	1	1	0	0	0	0
Bckdhb	0	2	0	0	0	0	1
Gm8226	0	0	0	2	0	0	0
Fam46a	0	1	0	0	0	2	1
Ibtk	0	0	0	0	0	2	0
Dopey1	0	0	0	0	0	0	0
Pgm3	0	0	0	0	0	0	0
Rwdd2a	1	0	1	0	2	1	0
Me1	3	4	3	1	4	5	1
A330041J22Rik	1	0	0	0	0	0	0
Prss35	2	2	0	1	2	3	1
S0p91	0	0	0	1	1	1	0
Ripply2	0	0	0	1	1	0	0
Cyb5r4	0	1	0	0	1	0	0
Mrap2	1	0	0	0	0	1	0
Cep162	0	0	0	0	0	1	1
Nt5e	1	0	0	0	0	0	0
Snx14	0	1	0	0	0	0	0
Syncrip	0	0	0	0	0	0	0
Snhg5	0	1	1	0	0	0	0
Zfp949	0	0	0	2	0	0	1
Gm26461	19	38	13	20	32	35	30
Mthfsl	0	0	0	0	1	1	0
Mthfs	1	2	1	0	0	0	0
Tmed3	0	2	0	1	3	4	0
Rasgrf1	2	4	1	0	6	2	0
Ctsh	2	0	0	2	0	1	0
Morf4l1	2	4	2	1	1	1	1
Tbc1d2b	1	1	0	1	0	1	0
Gm16200	0	0	0	0	0	0	0
Gm5620	1	1	2	0	3	1	2
Zic1	0	3	0	0	1	0	1
Zic4	0	1	0	0	0	0	0
Plscr1	0	0	0	0	1	1	0
Plscr4	0	0	0	1	1	0	0
Plod2	0	4	0	0	1	0	0
1190002N15Rik	0	0	0	0	0	0	0
Slc9a9	0	0	0	0	0	0	0
Chst2	0	0	0	1	1	0	1
U2surp	2	1	1	0	2	0	1
Paqr9	0	1	0	1	1	2	0
Pcolce2	0	0	1	0	0	0	0
Trpc1	0	0	0	0	0	0	0
Atr	0	0	0	1	0	0	0
Xrn1	0	0	0	0	0	0	0
Tfdp2	0	0	1	0	0	0	0
Atp1b3	3	0	3	2	0	0	1
Rnf7	4	5	1	4	2	1	1
Rasa2	0	1	0	0	0	1	0
Zbtb38	1	0	0	0	2	0	0
Gm10123	8	11	0	3	16	3	2
Spsb4	0	1	0	0	0	0	0
Slc25a36	0	0	1	0	0	1	0
Clstn2	1	0	1	0	0	0	0
Nm0t3	0	0	0	0	0	0	0
Rbp1	0	2	0	1	1	0	0
4930579K19Rik	0	0	1	0	0	0	0
Copb2	0	3	1	1	0	0	0
Mrps22	0	0	1	0	2	1	0
Foxl2	1	1	0	1	0	0	0
Faim	0	1	0	0	1	0	0
Pik3cb	0	1	0	1	0	0	0
Cep70	0	0	0	0	0	0	0
Esyt3	0	0	1	0	1	0	0
Mras	0	2	3	1	1	2	1
Armc8	0	0	0	1	2	0	0
Dbr1	0	0	0	1	0	0	0
Nck1	0	1	0	0	1	0	1
Stag1	0	0	0	0	0	1	0
Pccb	1	0	2	1	4	1	0
Msl2	0	0	0	0	0	1	1
Ppp2r3a	0	0	0	0	0	1	0
Ephb1	0	0	0	1	0	0	0
Cep63	0	0	0	0	0	1	0
A0pc13	5	5	3	4	3	3	3
Amotl2	0	0	0	1	0	0	0
Ryk	0	0	0	0	0	1	0
Slco2a1	0	1	0	0	0	0	0
Rab6b	3	3	1	1	0	2	0
Srprb	1	3	0	0	0	0	0
Trf	1	0	1	0	1	3	1
Topbp1	0	0	0	1	1	0	0
Cdv3	0	3	2	1	0	1	0
Bfsp2	1	0	0	1	0	1	0
Tmem108	1	0	0	1	1	0	0
Uba5	0	2	0	1	0	0	0
Acad11	0	1	0	0	0	0	0
D0jc13	0	1	0	0	0	0	0
Gm37563	0	0	0	0	0	1	0
Cpne4	0	1	0	1	1	0	0
Mrpl3	0	1	2	0	0	0	0
Nudt16	0	0	0	0	0	0	0
Aste1	0	0	0	0	1	0	1
Atp2c1	0	1	1	0	1	0	0
Gm5621	0	2	0	0	0	0	0
Pik3r4	0	0	0	0	0	0	0
Col6a6	0	0	0	0	0	0	0
Col6a5	0	0	0	0	0	0	0
Col6a4	0	1	0	0	0	0	0
Wdr82	0	0	1	0	1	1	0
Ppm1m	0	0	0	2	0	0	1
Twf2	0	1	1	1	2	2	0
Alas1	2	1	0	1	1	2	0
Poc1a	0	0	0	0	0	0	0
Dusp7	0	0	0	0	0	2	0
Rpl29	7	8	4	4	8	5	1
Acy1	0	0	0	1	0	0	0
Abhd14a	1	1	0	0	2	1	1
Abhd14b	0	0	0	1	0	1	0
Pcbp4	0	1	0	0	0	0	1
Parp3	0	0	0	0	2	0	0
Rrp9	0	0	2	0	0	2	0
Grm2	0	0	0	0	0	0	0
Tex264	1	2	0	2	0	2	0
Rad54l2	0	1	0	1	0	0	0
Dcaf1	0	0	1	0	0	1	0
Manf	2	5	0	1	3	1	1
Dock3	1	4	0	0	0	0	0
Mapkapk3	0	0	0	0	0	0	0
Cish	0	1	0	0	0	0	0
Hemk1	0	1	0	0	1	0	0
6430571L13Rik	0	0	0	0	0	0	0
Cac02d2	3	1	0	0	2	3	0
Tmem115	0	0	1	2	1	1	0
Cyb561d2	0	1	0	0	0	2	0
Nprl2	0	1	1	0	0	0	0
Rassf1	2	0	1	0	0	0	0
Tusc2	1	0	0	2	0	0	1
Hyal2	0	0	0	0	0	1	0
Hyal1	0	0	0	0	0	0	0
0t6	0	1	0	0	0	0	0
Ifrd2	0	1	0	0	0	0	0
Sema3b	0	0	0	1	1	0	0
G0i2	0	2	5	0	2	0	1
Slc38a3	0	0	2	1	2	0	0
Sema3f	0	0	1	0	0	0	0
Rbm5	4	2	5	2	2	4	0
Rbm6	1	1	0	0	1	0	0
Mon1a	2	0	1	0	1	0	0
Camkv	1	1	2	1	6	2	1
Traip	1	0	0	0	0	1	0
Uba7	0	0	0	0	0	0	0
Cdhr4	0	0	0	0	0	1	0
Ip6k1	7	7	3	3	10	12	3
Gmppb	1	1	2	0	1	0	0
Rnf123	1	1	0	2	0	1	0
Amigo3	0	0	0	0	0	0	0
Apeh	0	0	1	0	0	0	1
Bsn	0	0	0	0	1	1	0
Dag1	0	6	1	2	0	1	0
Nicn1	2	1	1	1	0	3	0
Amt	0	0	0	0	0	0	0
Tcta	1	0	1	1	0	1	1
Rhoa	1	4	1	1	4	3	3
Gpx1	6	5	5	4	7	5	1
Usp4	0	3	0	0	1	4	0
Klhdc8b	0	0	1	0	1	1	0
Ccdc71	0	1	0	1	0	1	0
Lamb2	2	0	0	1	0	2	0
Usp19	1	4	0	2	1	1	0
Qars	0	2	1	0	2	1	0
Qrich1	1	0	0	0	1	0	0
Impdh2	1	1	0	1	1	0	0
Ndufaf3	5	3	2	2	4	1	0
Dalrd3	1	0	1	0	0	0	0
Wdr6	1	8	2	7	10	3	2
P4htm	1	3	1	3	2	1	1
Arih2	0	0	0	1	3	0	0
Slc25a20	0	0	0	0	0	0	0
Prkar2a	0	1	1	1	2	0	0
Ip6k2	0	2	1	1	5	0	0
Nckipsd	1	1	0	1	0	1	0
Celsr3	0	0	2	0	0	0	0
Uqcrc1	12	16	4	5	10	4	5
Col7a1	0	1	0	0	0	2	0
Pfkfb4	0	1	1	0	0	0	0
Shisa5	1	3	0	2	5	5	0
Atrip	1	0	2	0	1	0	0
Tma7	15	32	29	22	32	13	8
Ccdc51	0	1	0	0	0	0	0
Plxnb1	0	1	2	2	3	1	0
Fbxw15	0	0	0	0	0	0	0
Fbxw24	0	1	0	0	0	0	0
Nme6	0	0	1	0	0	0	0
Cdc25a	1	1	0	0	0	0	1
Map4	11	11	6	3	10	5	2
Gm42433	0	0	0	1	0	0	0
Gm42432	0	0	0	0	0	0	0
Dhx30	2	1	0	2	0	1	0
Smarcc1	0	0	1	0	0	0	2
Cspg5	3	4	4	2	6	3	3
Mir6236	0	0	0	0	0	1	0
Elp6	0	0	1	0	0	3	0
Scap	0	3	0	0	0	3	1
Ptpn23	1	2	0	1	2	0	0
Klhl18	0	1	0	0	0	2	0
Setd2	0	2	0	2	0	1	0
Nradd	0	0	0	0	0	0	0
